class,dice,iou,f1
background,0.9786550402641296,0.9582024216651917,0.9786551594734192
no_damage,0.7888317704200745,0.6512982845306396,0.7888318300247192
minor_damage,0.06454668194055557,0.033349648118019104,0.06454738974571228
major_damage,0.462100625038147,0.30047520995140076,0.46210065484046936
destroyed,0.7954680323600769,0.6603959798812866,0.7954681515693665
