epoch,train_loss,val_loss,train_damage_dice,val_damage_dice,val_building_only_damage_dice,val_rare_class_recall,val_pre_building_dice,val_post_building_dice
1,9.154486787117134,7.696502612187312,0.07761267572641373,0.15216682851314545,0.21791860461235046,4.947010529576801e-05,0.5833795666694641,0.5553311109542847
2,6.810454088954602,5.830153049566807,0.13177546858787537,0.18496131896972656,0.23999083042144775,0.2110128551721573,0.6435334086418152,0.6315470337867737
3,5.556562174780894,5.77660399216872,0.19150453805923462,0.099479079246521,0.12207968533039093,0.291934072971344,0.6679710745811462,0.6825986504554749
4,5.052277672492852,5.004109266476753,0.2118726670742035,0.23200273513793945,0.2814881503582001,0.2857188582420349,0.7142831087112427,0.7152634263038635
5,4.737960025819682,4.216893734076084,0.2769152820110321,0.3489401936531067,0.46778053045272827,0.33417829871177673,0.6978332996368408,0.6969993710517883
6,4.555055914895009,4.526390124589969,0.3257339596748352,0.3065629005432129,0.39297282695770264,0.3786112070083618,0.7288962006568909,0.7292245030403137
7,4.432941008422334,4.085928947497637,0.3647025227546692,0.37114113569259644,0.44817057251930237,0.3104027211666107,0.7447706460952759,0.7460771203041077
8,4.237012236805286,3.9116676220527062,0.3914788067340851,0.39038246870040894,0.5070709586143494,0.35142767429351807,0.7366598844528198,0.7373977303504944
9,4.1693387096211065,3.9899237217047276,0.3965910077095032,0.40416499972343445,0.5441316962242126,0.38897284865379333,0.6791242957115173,0.6814197897911072
10,4.004295888189542,3.7214452975835557,0.4277668595314026,0.4096561670303345,0.5625344514846802,0.4420405626296997,0.728704571723938,0.7320093512535095
11,4.0239297907231215,3.7507803440093994,0.43803462386131287,0.49108195304870605,0.5526010990142822,0.3750971555709839,0.7492814660072327,0.7522088289260864
12,3.907656668808501,3.7199551447843895,0.4458313584327698,0.456714928150177,0.5549075603485107,0.3869137763977051,0.728956401348114,0.7334358096122742
13,3.942683765443705,4.055544192974384,0.45597362518310547,0.4510576128959656,0.5247548818588257,0.42926788330078125,0.7633130550384521,0.7602303624153137
14,3.8461324142197433,3.8793790951753273,0.4609905481338501,0.4401243329048157,0.5909238457679749,0.45631662011146545,0.7145408987998962,0.7170284390449524
15,3.752972334118213,3.6274507412543664,0.4758199453353882,0.4947032630443573,0.5989954471588135,0.4721101224422455,0.7588173747062683,0.7594549059867859
16,3.7337718850475246,3.6559257018260465,0.48701781034469604,0.46994948387145996,0.604266881942749,0.4800663888454437,0.7360851764678955,0.7372936606407166
17,3.645741132154303,3.8205534250308304,0.49031591415405273,0.4613407552242279,0.5662935972213745,0.5112950205802917,0.7701531648635864,0.7709770798683167
18,3.747099950758077,3.696261008580526,0.48901456594467163,0.5082404613494873,0.588106095790863,0.49254313111305237,0.7797388434410095,0.7804156541824341
19,3.6109597319263522,3.524343252182007,0.508158802986145,0.4966697096824646,0.602888286113739,0.4397599995136261,0.7475138902664185,0.7487149238586426
20,3.620050254110563,3.5868248694982285,0.5049736499786377,0.5246325135231018,0.6048495769500732,0.48471125960350037,0.7648611068725586,0.766268253326416
21,3.5191652233317745,3.5530787798074575,0.5372344851493835,0.4732280969619751,0.569280207157135,0.41246262192726135,0.7625438570976257,0.763926088809967
22,3.4902617147413353,3.5596269766489663,0.5227072238922119,0.48618876934051514,0.582918643951416,0.4526393711566925,0.7804887890815735,0.780703604221344
23,3.5765930495019687,3.5117371693635597,0.5208845138549805,0.4916699528694153,0.5816985964775085,0.4096355438232422,0.7679791450500488,0.7689944505691528
24,3.561899066375474,3.4832528860141068,0.5331936478614807,0.5269337296485901,0.6205310225486755,0.46656474471092224,0.763018786907196,0.7633723616600037
25,3.412196324235302,3.616895724565555,0.5471696853637695,0.5159275531768799,0.5970507860183716,0.4520561397075653,0.7613250017166138,0.7618542909622192
26,3.440033706163956,3.4410004371251817,0.5547193288803101,0.502722978591919,0.6327418684959412,0.48269569873809814,0.7535362243652344,0.7520421147346497
27,3.365822496252545,3.5497537026038537,0.5467046499252319,0.45515769720077515,0.6096774935722351,0.4742449223995209,0.7707293033599854,0.7705056667327881
28,3.33255624851938,3.4658697812985153,0.5597947239875793,0.520658552646637,0.6163638830184937,0.4683408737182617,0.7616637349128723,0.7615447044372559
29,3.3639994807162528,3.4838831424713135,0.5593757629394531,0.5133347511291504,0.6080560684204102,0.48679661750793457,0.7687199115753174,0.767386794090271
30,3.3020380739438333,3.5910037725399704,0.5743903517723083,0.47575104236602783,0.5547463297843933,0.47688984870910645,0.7808011770248413,0.7803217172622681
31,3.2818209728952183,3.4566019009321165,0.5633808970451355,0.5068211555480957,0.5955951809883118,0.4756447374820709,0.7772315144538879,0.7775237560272217
32,3.283888440212961,3.4582336132342997,0.5633029341697693,0.5213363170623779,0.606434166431427,0.4615035355091095,0.7769896984100342,0.7763168215751648
33,3.118687617172629,3.4703097954774513,0.5899534225463867,0.520537257194519,0.603548526763916,0.47409722208976746,0.7830415368080139,0.7828532457351685
34,3.2494681814969595,3.551466947946793,0.5794405937194824,0.4638199508190155,0.568915069103241,0.5009158253669739,0.7596437931060791,0.7603370547294617
35,3.1792743682861326,3.456880740630321,0.5884232521057129,0.5277181267738342,0.6095105409622192,0.4778062403202057,0.7820637822151184,0.7812414169311523
36,3.1553308090921175,3.5795353131416516,0.5915403366088867,0.527152419090271,0.6025859117507935,0.4683639109134674,0.783393919467926,0.7837746143341064
37,3.152912838984344,3.435405101531591,0.5909036993980408,0.5166906118392944,0.5999529361724854,0.4518597424030304,0.7767735719680786,0.7768568396568298
38,3.1062006873599555,3.4280729171557303,0.5969327092170715,0.5088193416595459,0.5928317904472351,0.47038373351097107,0.7817234396934509,0.7810264825820923
39,3.139687472278789,3.486629217098921,0.5937668681144714,0.48891735076904297,0.5766550898551941,0.47933340072631836,0.7753531336784363,0.7753174901008606
40,3.1360436277874446,3.498545010884603,0.6034179925918579,0.5226283073425293,0.5960337519645691,0.4459865391254425,0.7860130071640015,0.7858836650848389
41,3.0519358602620787,3.5092222018119617,0.6029136776924133,0.5077399611473083,0.5842560529708862,0.47112396359443665,0.7817789316177368,0.7814459204673767
42,3.049328389006146,3.460019906361898,0.6150175333023071,0.5110025405883789,0.5929661989212036,0.45991674065589905,0.775631844997406,0.7753465175628662
43,3.1350730459568865,3.3928258419036865,0.5967883467674255,0.527610182762146,0.6105133891105652,0.4661341607570648,0.7810494899749756,0.7803018093109131
44,3.095057533959211,3.532725743758373,0.6002361178398132,0.5153963565826416,0.5936750173568726,0.48373493552207947,0.7869248390197754,0.7868037223815918
