class,dice,iou,f1
background,0.9782915115356445,0.9575052857398987,0.978291392326355
no_damage,0.7742449641227722,0.6316474080085754,0.774245023727417
minor_damage,0.020677438005805016,0.010446724481880665,0.020679781213402748
major_damage,0.5340726971626282,0.3643241226673126,0.5340726971626282
destroyed,0.781877338886261,0.6418707966804504,0.781877338886261
