class,dice,iou,f1
background,0.9793063402175903,0.9594519734382629,0.9793063998222351
no_damage,0.7918134331703186,0.6553734540939331,0.7918134331703186
minor_damage,0.002076843287795782,0.0010395010467618704,0.0020783329382538795
major_damage,0.4421958923339844,0.28385844826698303,0.44219595193862915
destroyed,0.797934889793396,0.6638033390045166,0.797934889793396
