class,dice,iou,f1
background,0.9794314503669739,0.959692120552063,0.9794314503669739
no_damage,0.7696482539176941,0.6255514025688171,0.7696483135223389
minor_damage,5.861321410866038e-12,5.861321410866038e-12,1.0001171091289507e-07
major_damage,0.19142700731754303,0.10584422200918198,0.19142721593379974
destroyed,0.791379988193512,0.654779851436615,0.7913800477981567
