epoch,train_loss,val_loss,train_accuracy,train_macro_f1,train_weighted_f1,train_precision_no_damage,train_recall_no_damage,train_f1_no_damage,train_support_no_damage,train_predicted_no_damage,train_precision_minor_damage,train_recall_minor_damage,train_f1_minor_damage,train_support_minor_damage,train_predicted_minor_damage,train_precision_major_damage,train_recall_major_damage,train_f1_major_damage,train_support_major_damage,train_predicted_major_damage,train_precision_destroyed,train_recall_destroyed,train_f1_destroyed,train_support_destroyed,train_predicted_destroyed,val_accuracy,val_macro_f1,val_weighted_f1,val_precision_no_damage,val_recall_no_damage,val_f1_no_damage,val_support_no_damage,val_predicted_no_damage,val_precision_minor_damage,val_recall_minor_damage,val_f1_minor_damage,val_support_minor_damage,val_predicted_minor_damage,val_precision_major_damage,val_recall_major_damage,val_f1_major_damage,val_support_major_damage,val_predicted_major_damage,val_precision_destroyed,val_recall_destroyed,val_f1_destroyed,val_support_destroyed,val_predicted_destroyed
1,1.028303796177109,0.5544900212751325,0.5836644172668457,0.5541155934333801,0.5696784853935242,0.6529751420021057,0.5881999731063843,0.6188973188400269,5000.0,4504.0,0.5211067199707031,0.7622571587562561,0.6190252900123596,4324.0,6325.0,0.48376184701919556,0.24336282908916473,0.3238224685192108,2938.0,1478.0,0.6595535278320312,0.6499514579772949,0.6547172665596008,3091.0,3046.0,0.8307458162307739,0.41191065311431885,0.8720412254333496,0.9774680137634277,0.837553858757019,0.9021182060241699,11136.0,9542.0,0.02947845868766308,0.19117647409439087,0.051080550998449326,68.0,441.0,0.00699300691485405,0.10204081982374191,0.013089004904031754,49.0,715.0,0.5761957764625549,0.833467423915863,0.681354820728302,1243.0,1798.0
2,0.8303379666060209,0.3108237319437744,0.6629974842071533,0.6544033288955688,0.6617376804351807,0.7809385061264038,0.6424000263214111,0.7049270272254944,5000.0,4113.0,0.5610589385032654,0.7597132325172424,0.6454464793205261,4324.0,5855.0,0.5363984704017639,0.42886316776275635,0.47664082050323486,2938.0,2349.0,0.7977601885795593,0.7835651636123657,0.79059898853302,3091.0,3036.0,0.9317381381988525,0.46867430210113525,0.9357754588127136,0.9833379983901978,0.9433369040489197,0.962922215461731,11136.0,10683.0,0.06451612710952759,0.0882352963089943,0.07453416287899017,68.0,93.0,0.06521739065647125,0.06122449040412903,0.06315789371728897,49.0,46.0,0.6744325160980225,0.9082863926887512,0.7740829586982727,1243.0,1674.0
3,0.7631678049142162,0.30881567790989983,0.6899628639221191,0.6836002469062805,0.689954936504364,0.8174164295196533,0.6796000003814697,0.7421644926071167,5000.0,4157.0,0.5726856589317322,0.7525439262390137,0.6504097580909729,4324.0,5682.0,0.5651993155479431,0.46324029564857483,0.5091657042503357,2938.0,2408.0,0.8306503295898438,0.8346813321113586,0.832660973072052,3091.0,3106.0,0.9143726229667664,0.4759891629219055,0.9243367314338684,0.9895500540733337,0.9183728694915771,0.952633798122406,11136.0,10335.0,0.05797101557254791,0.11764705926179886,0.0776699036359787,68.0,138.0,0.09009008854627609,0.20408163964748383,0.125,49.0,111.0,0.6176778078079224,0.9501206874847412,0.7486529350280762,1243.0,1912.0
4,0.7227256106212735,0.43705520624547356,0.707809567451477,0.7030194997787476,0.7083327174186707,0.8299127221107483,0.7035999894142151,0.7615543007850647,5000.0,4239.0,0.58376544713974,0.7550878524780273,0.6584652662277222,4324.0,5593.0,0.5989260673522949,0.49353301525115967,0.5411457419395447,2938.0,2421.0,0.8496774435043335,0.8521513938903809,0.8509126305580139,3091.0,3100.0,0.8527528643608093,0.4299808144569397,0.8774656057357788,0.9924154877662659,0.8459949493408203,0.9133743643760681,11136.0,9493.0,0.0634920671582222,0.05882352963089943,0.06106870248913765,68.0,63.0,0.0655270665884018,0.4693877696990967,0.11500000208616257,49.0,351.0,0.46658942103385925,0.9718422889709473,0.630480170249939,1243.0,2589.0
5,0.6963876958936452,0.2715871275481208,0.7188171744346619,0.7148928642272949,0.7199734449386597,0.8485063910484314,0.7157999873161316,0.7765241861343384,5000.0,4218.0,0.5915365219116211,0.7532377243041992,0.6626653075218201,4324.0,5506.0,0.6007179617881775,0.5125936269760132,0.5531680583953857,2938.0,2507.0,0.8629083633422852,0.8715626001358032,0.8672139048576355,3091.0,3122.0,0.9253361225128174,0.4999666213989258,0.9333812594413757,0.9877142906188965,0.931303858757019,0.9586799740791321,11136.0,10500.0,0.04545454680919647,0.0882352963089943,0.05999999865889549,68.0,132.0,0.13821138441562653,0.3469387888908386,0.19767442345619202,49.0,123.0,0.6714531779289246,0.9404666423797607,0.7835120558738708,1243.0,1741.0
6,0.6771772848442197,0.17898400167903633,0.7246140837669373,0.7203338146209717,0.7253143191337585,0.8464769124984741,0.725600004196167,0.7813913226127625,5000.0,4286.0,0.5920228958129883,0.7654948830604553,0.667675256729126,4324.0,5591.0,0.6222780346870422,0.5057862401008606,0.5580172538757324,2938.0,2388.0,0.8746761679649353,0.8738272190093994,0.8742514848709106,3091.0,3088.0,0.9626280665397644,0.5577232837677002,0.9634578227996826,0.9797345995903015,0.9811422228813171,0.9804378747940063,11136.0,11152.0,0.06593406945466995,0.0882352963089943,0.07547169923782349,68.0,91.0,0.27272728085517883,0.30612245202064514,0.2884615361690521,49.0,55.0,0.903171956539154,0.870474636554718,0.8865219354629517,1243.0,1198.0
7,0.6636585234974821,0.23097320842316083,0.7341887354850769,0.7321140170097351,0.735630989074707,0.8547630310058594,0.728600025177002,0.7866551280021667,5000.0,4262.0,0.5995666980743408,0.7680388689041138,0.6734259128570557,4324.0,5539.0,0.642625629901886,0.5398229956626892,0.5867554545402527,2938.0,2468.0,0.8826199769973755,0.8806211352348328,0.8816194534301758,3091.0,3084.0,0.9399808049201965,0.5225962400436401,0.9447758197784424,0.9912421107292175,0.9452226758003235,0.9676855802536011,11136.0,10619.0,0.06666667014360428,0.07352941483259201,0.0699300691485405,68.0,75.0,0.171171173453331,0.3877550959587097,0.23749999701976776,49.0,111.0,0.7072737812995911,0.9621882438659668,0.8152692317962646,1243.0,1691.0
8,0.6513802068307996,0.2549219044292217,0.740897536277771,0.7378859519958496,0.7420817017555237,0.8628091216087341,0.7396000027656555,0.7964677810668945,5000.0,4286.0,0.6059787273406982,0.7782146334648132,0.6813809871673584,4324.0,5553.0,0.6553859114646912,0.540503740310669,0.5924267768859863,2938.0,2423.0,0.8812682032585144,0.8812682032585144,0.8812682032585144,3091.0,3091.0,0.9233354926109314,0.5186233520507812,0.9314502477645874,0.9903098940849304,0.9269037246704102,0.9575583338737488,11136.0,10423.0,0.06818182021379471,0.13235294818878174,0.09000000357627869,68.0,132.0,0.19191919267177582,0.3877550959587097,0.2567567527294159,49.0,99.0,0.6449511647224426,0.9557521939277649,0.7701782584190369,1243.0,1842.0
9,0.6366456773132085,0.22328819397865507,0.744545042514801,0.7421884536743164,0.7455982565879822,0.8641139268875122,0.7401999831199646,0.7973715662956238,5000.0,4283.0,0.604796826839447,0.7814523577690125,0.6818686127662659,4324.0,5587.0,0.6751161813735962,0.5439074039459229,0.6024504899978638,2938.0,2367.0,0.8835045099258423,0.8906502723693848,0.8870629668235779,3091.0,3116.0,0.9383002519607544,0.5298396348953247,0.9470021724700928,0.9910394549369812,0.9435165524482727,0.9666942954063416,11136.0,10602.0,0.07303370535373688,0.19117647409439087,0.10569106042385101,68.0,178.0,0.13124999403953552,0.4285714328289032,0.20095694065093994,49.0,160.0,0.7609254717826843,0.9525341987609863,0.8460164070129395,1243.0,1556.0
10,0.6252573660264412,0.23035144940723695,0.748062252998352,0.7455947399139404,0.7494704127311707,0.8716639876365662,0.7512000203132629,0.8069609999656677,5000.0,4309.0,0.608299970626831,0.7728954553604126,0.680790364742279,4324.0,5494.0,0.6612043976783752,0.549353301525116,0.6001115441322327,2938.0,2441.0,0.891926646232605,0.8971206545829773,0.894516110420227,3091.0,3109.0,0.934378981590271,0.5193875432014465,0.9412949681282043,0.9892300367355347,0.9402837753295898,0.9641360640525818,11136.0,10585.0,0.04827586188912392,0.10294117778539658,0.06572769582271576,68.0,145.0,0.17307692766189575,0.36734694242477417,0.23529411852359772,49.0,104.0,0.7099879384040833,0.949316143989563,0.8123924136161804,1243.0,1662.0
