class,dice,iou,f1
background,0.9769168496131897,0.9548752307891846,0.9769168496131897
no_damage,0.7476990818977356,0.5970602631568909,0.7476991415023804
minor_damage,5.861321410866038e-12,5.861321410866038e-12,1.0001171091289507e-07
major_damage,0.12445111572742462,0.06635450571775436,0.12445146590471268
destroyed,0.7081926465034485,0.5482184290885925,0.7081927061080933
