class,dice,iou,f1
background,0.9769837260246277,0.9550032615661621,0.9769838452339172
no_damage,0.775396466255188,0.6331815719604492,0.775396466255188
minor_damage,0.04641696438193321,0.023759912699460983,0.04641799256205559
major_damage,0.554330587387085,0.3834421634674072,0.5543306469917297
destroyed,0.7834060788154602,0.6439339518547058,0.783406138420105
