class,dice,iou,f1
background,0.9747479557991028,0.9507399797439575,0.9747480750083923
no_damage,0.7702494263648987,0.6263460516929626,0.7702494859695435
minor_damage,5.861321410866038e-12,5.861321410866038e-12,1.0001171091289507e-07
major_damage,6.865303030928471e-12,6.865303030928471e-12,1.0001371464340991e-07
destroyed,0.7430078387260437,0.5910997986793518,0.7430078983306885
