class,dice,iou,f1
background,0.9790796041488647,0.9590165019035339,0.9790796041488647
no_damage,0.7772471904754639,0.635653555393219,0.7772471904754639
minor_damage,0.0011560025159269571,0.0005783355445601046,0.0011583664454519749
major_damage,0.2728145718574524,0.15795326232910156,0.27281469106674194
destroyed,0.7821772694587708,0.6422750949859619,0.782177209854126
