experiment,best_epoch,val_mean_dice,val_rare_class_recall,val_macro_f1
experiment_siamese_bottleneck_attention,20,0.4226033687591553,0.335943341255188,0.4226042926311493
experiment_siamese_cbam,20,0.45834875106811523,0.4458504915237427,0.458349347114563
experiment_siamese_concat,11,0.3950856924057007,0.3365848958492279,0.395085871219635
experiment_siamese_difference,19,0.438113808631897,0.36500754952430725,0.4381139278411865
experiment_siamese_nonlocal,1,3.2599071012051617e-12,4.335746605493851e-12,1.0000650263464195e-07
