class,dice,iou,f1
background,0.9828022718429565,0.9661862850189209,0.9828023910522461
no_damage,0.818301796913147,0.6924794912338257,0.8183017373085022
minor_damage,5.861321410866038e-12,5.861321410866038e-12,1.0001171091289507e-07
major_damage,6.865303030928471e-12,6.865303030928471e-12,1.0001371464340991e-07
destroyed,0.8303073644638062,0.7098508477210999,0.8303073048591614
