epoch,train_loss,val_loss,train_damage_dice,val_damage_dice,val_building_only_damage_dice,val_rare_class_recall,val_pre_building_dice,val_post_building_dice
1,6.225601151410271,5.288458494039682,0.08827069401741028,0.13926011323928833,0.22885796427726746,4.335746605493851e-12,0.5086832642555237,0.4552818834781647
2,4.750237885643454,3.7727173291719875,0.1286519169807434,0.16608184576034546,0.2052605003118515,4.335746605493851e-12,0.5916494727134705,0.566204309463501
3,3.6295406846439136,2.7943981182880893,0.12462738901376724,0.15660478174686432,0.17384743690490723,4.335746605493851e-12,0.6543354392051697,0.6407687664031982
4,3.080396331057829,2.838930991979746,0.13182692229747772,0.060192231088876724,0.06092715263366699,4.335746605493851e-12,0.7164709568023682,0.7288451194763184
5,2.8248954948256997,2.3292192190121384,0.1438792645931244,0.17272675037384033,0.2035559117794037,4.335746605493851e-12,0.6964878439903259,0.6863004565238953
6,2.635379793363459,2.232827473909427,0.15837731957435608,0.17564968764781952,0.2069716900587082,4.335746605493851e-12,0.7299957275390625,0.7269753217697144
7,2.513227307796478,2.2175298165052366,0.15934257209300995,0.1642858237028122,0.17795176804065704,4.335746605493851e-12,0.7132449150085449,0.7044055461883545
8,2.4604655749657574,2.0919698018294115,0.16322575509548187,0.17538434267044067,0.19360390305519104,4.335746605493851e-12,0.7558696866035461,0.7550288438796997
9,2.3407697446206037,2.0546486713947396,0.1672345995903015,0.18641896545886993,0.2158045470714569,0.003507698653265834,0.7199055552482605,0.7144115567207336
10,2.287638857084162,2.0153511456954174,0.18361559510231018,0.18431222438812256,0.21638433635234833,0.0025704416912049055,0.7456170320510864,0.7443459630012512
11,2.277490369011374,2.131512923118396,0.20766575634479523,0.3158436715602875,0.35097736120224,0.18503437936306,0.7393558621406555,0.7362679243087769
12,2.213587786870844,1.9198829730351765,0.234650120139122,0.34901827573776245,0.38172805309295654,0.17925743758678436,0.7608321905136108,0.7609245777130127
13,2.1106273118187397,2.0805166226166945,0.26609086990356445,0.22347740828990936,0.27527618408203125,0.03683551400899887,0.7022186517715454,0.706074595451355
14,2.10176901957568,1.8550068140029907,0.2680731415748596,0.31071898341178894,0.34991660714149475,0.11241847276687622,0.7573456168174744,0.7596734762191772
15,2.119698969756856,1.7934545828745916,0.27441760897636414,0.38642996549606323,0.44160088896751404,0.25951358675956726,0.7535916566848755,0.7538564205169678
16,2.0316875065074247,1.7551713050940099,0.28950852155685425,0.3869093060493469,0.43193894624710083,0.2581058144569397,0.7673579454421997,0.7683802247047424
17,2.0371652547050925,2.0330830934720163,0.30216726660728455,0.35147517919540405,0.47619444131851196,0.30630815029144287,0.6814205050468445,0.6830794811248779
18,2.0029544837334576,1.8693428498048048,0.30470189452171326,0.3755373954772949,0.46749839186668396,0.3016938865184784,0.7324088215827942,0.7344311475753784
19,2.0185169367229236,1.7636724313100178,0.3097693920135498,0.386487752199173,0.4541172981262207,0.29357099533081055,0.7604770064353943,0.7611477375030518
20,1.9176855325698852,1.7203968121455266,0.3132495582103729,0.39732882380485535,0.448452889919281,0.2752215266227722,0.7741838693618774,0.7750228643417358
21,2.024917661442476,1.8763108528577364,0.2983272075653076,0.24117064476013184,0.2713053524494171,0.2961086928844452,0.7644256353378296,0.7627540826797485
22,1.9593597306924708,1.7725067719435081,0.31313908100128174,0.38821810483932495,0.46031343936920166,0.287393718957901,0.7394704818725586,0.7405124306678772
23,1.9739163454841164,1.861665768501086,0.3110595941543579,0.38260769844055176,0.4617730379104614,0.2851693630218506,0.7164051532745361,0.719157874584198
24,1.8929290652275086,1.7232850881723256,0.3295307755470276,0.39366936683654785,0.45794177055358887,0.28742268681526184,0.7601550221443176,0.7616376876831055
25,1.9016108239398284,1.6922895419291961,0.33832502365112305,0.3950139582157135,0.44887739419937134,0.287772536277771,0.7787524461746216,0.7808935046195984
26,1.92318656725042,1.7361493630286975,0.31741905212402344,0.3915472626686096,0.4626861810684204,0.29710206389427185,0.7454861402511597,0.7475260496139526
27,1.8616793576408834,1.7062420508800409,0.3305864930152893,0.391737163066864,0.4552822709083557,0.3009287416934967,0.7743899822235107,0.7757232189178467
28,1.8230876137228573,1.7116644718708136,0.34632420539855957,0.39357781410217285,0.44529345631599426,0.2934671640396118,0.7885708212852478,0.7898833155632019
29,1.8522365527994493,1.707038870224586,0.34196484088897705,0.39163196086883545,0.46513375639915466,0.3029126822948456,0.763027012348175,0.7650759220123291
30,1.8428637750008527,1.687654822300642,0.34335339069366455,0.39593058824539185,0.4572104215621948,0.2947458326816559,0.7718260884284973,0.773544430732727
31,1.767574411981246,1.6625451552562225,0.3545489013195038,0.4003009498119354,0.4594382047653198,0.29304999113082886,0.7745651602745056,0.7763811945915222
32,1.7747003320385428,1.6583685936071935,0.35943281650543213,0.3989522457122803,0.45295989513397217,0.2911146581172943,0.7820512652397156,0.7828644514083862
33,1.779617496097789,1.6463779149911342,0.35139816999435425,0.3996082544326782,0.45603621006011963,0.29269829392433167,0.7793523669242859,0.7813886404037476
34,1.7800198071143207,1.7090019782384236,0.3624425530433655,0.3934500515460968,0.4523312747478485,0.2975735068321228,0.7752766609191895,0.7768567204475403
35,1.688786030516905,1.6764874702844865,0.3649061322212219,0.3912827670574188,0.4566028118133545,0.2998848557472229,0.7767491340637207,0.7784976363182068
36,1.7273169082753799,1.6424671961711004,0.3636202812194824,0.4017082452774048,0.4543004631996155,0.29016807675361633,0.7828635573387146,0.7844414114952087
37,1.7247188792509192,1.6249030247712746,0.3625008463859558,0.4036519229412079,0.45073401927948,0.28572776913642883,0.7925786972045898,0.7937948107719421
38,1.7602353488697726,1.6520308714646559,0.35617977380752563,0.4020054340362549,0.45925846695899963,0.29197055101394653,0.774132490158081,0.7752341628074646
39,1.7306680802036734,1.648886643923246,0.3601074814796448,0.39625558257102966,0.4576033055782318,0.3022710382938385,0.7802336812019348,0.7812492251396179
40,1.70992352401509,1.6244378884633381,0.35963311791419983,0.40252742171287537,0.4570886492729187,0.29389089345932007,0.7894598841667175,0.7903968691825867
41,1.7222139519803665,1.6295440105291514,0.3645435571670532,0.4024198353290558,0.45544105768203735,0.2944221794605255,0.7845796346664429,0.785709798336029
42,1.6359376451548409,1.609127986125457,0.3759768009185791,0.40346240997314453,0.45260757207870483,0.2904580235481262,0.793268620967865,0.7944839000701904
43,1.7040604381000295,1.6279354981887035,0.36485475301742554,0.40126579999923706,0.449802041053772,0.29202574491500854,0.79644775390625,0.7976428270339966
44,1.710549350345836,1.6426522059318347,0.36319267749786377,0.40174251794815063,0.4518774747848511,0.29167869687080383,0.7926890254020691,0.7936673164367676
45,1.6632231470416574,1.626131146382063,0.37112656235694885,0.40117189288139343,0.4576483368873596,0.2954324185848236,0.7833694219589233,0.7849285006523132
46,1.7200177466168123,1.6248653118426983,0.35890501737594604,0.4026803970336914,0.4573986530303955,0.2943389415740967,0.7815338969230652,0.7829254865646362
47,1.716364963615642,1.6096946704082,0.3672974705696106,0.4051041603088379,0.4554881453514099,0.28820374608039856,0.783463716506958,0.784433126449585
48,1.665721043769051,1.6143166804924989,0.36388784646987915,0.4051591753959656,0.45373404026031494,0.28809431195259094,0.7890413403511047,0.7904270887374878
49,1.685452993477092,1.6132858869356987,0.37196964025497437,0.40449631214141846,0.4544500708580017,0.28991737961769104,0.7880551218986511,0.78934246301651
50,1.635317055267446,1.6194587395741389,0.3644287586212158,0.40509867668151855,0.4525686204433441,0.2867417335510254,0.7899901866912842,0.7913812398910522
