class,dice,iou,f1
background,0.9819194078445435,0.964480996131897,0.9819193482398987
no_damage,0.8092721700668335,0.6796449422836304,0.8092721700668335
minor_damage,5.861321410866038e-12,5.861321410866038e-12,1.0001171091289507e-07
major_damage,6.865303030928471e-12,6.865303030928471e-12,1.0001371464340991e-07
destroyed,0.8111444711685181,0.6822901368141174,0.8111445307731628
