class,dice,iou,f1
background,0.9824297428131104,0.965466320514679,0.9824298024177551
no_damage,0.8054907321929932,0.6743276715278625,0.8054906725883484
minor_damage,5.861321410866038e-12,5.861321410866038e-12,1.0001171091289507e-07
major_damage,6.865303030928471e-12,6.865303030928471e-12,1.0001371464340991e-07
destroyed,0.8008235692977905,0.6678112745285034,0.8008235692977905
